time,flux
25.420000,1.00001859
25.440000,1.00048143
25.460000,0.99954983
25.480000,0.99977821
25.500000,1.00000558
25.520000,0.99985637
25.540000,1.00007779
25.560000,1.00044707
25.580000,0.99959875
25.600000,0.99966272
25.620000,0.99996670
25.640000,0.99967644
25.660000,0.99967866
25.680000,0.99978104
25.700000,1.00000432
25.720000,0.99984659
25.740000,0.99984300
25.760000,0.99987474
25.780000,1.00016936
25.800000,0.99950391
25.820000,1.00023297
25.840000,1.00011591
25.860000,0.99963329
25.880000,0.99968310
25.900000,0.99988190
25.920000,0.99971117
25.940000,0.99990313
25.960000,0.99963701
25.980000,1.00023307
26.000000,0.99975469
26.020000,0.99954924
26.040000,1.00000226
26.060000,0.99968971
26.080000,0.99981171
26.100000,1.00015377
26.120000,1.00019801
26.140000,0.99999725
26.160000,1.00038574
26.180000,1.00009564
26.200000,1.00029690
26.220000,1.00047902
26.240000,0.99954669
26.260000,1.00029991
26.280000,1.00011611
26.300000,1.00030837
26.320000,0.99950130
26.340000,1.00003523
26.360000,1.00007561
26.380000,1.00000811
26.400000,1.00001262
26.420000,0.99980988
26.440000,1.00003743
26.460000,0.99982898
26.480000,0.99952895
26.500000,1.00002839
26.520000,0.99997469
26.540000,1.00003723
26.560000,0.99953145
26.580000,0.99966776
26.600000,1.00010887
26.620000,0.99985684
26.640000,0.99969291
26.660000,0.99990653
26.680000,0.99994381
26.700000,0.99987968
26.720000,1.00025019
26.740000,1.00036140
26.760000,1.00042283
26.780000,0.99952031
26.800000,0.99961640
26.820000,1.00025836
26.840000,0.99956843
26.860000,1.00013700
26.880000,1.00036516
26.900000,1.00029456
26.920000,1.00002660
26.940000,0.99973312
26.960000,1.00048268
26.980000,1.00017304
27.000000,1.00030639
27.020000,1.00048457
27.040000,1.00045241
27.060000,1.00039823
27.080000,1.00040190
27.100000,0.99985035
27.120000,1.00037494
27.140000,1.00002010
27.160000,0.99958078
27.180000,1.00049959
27.200000,0.99955216
27.220000,1.00003104
27.240000,1.00025767
27.260000,1.00015736
27.280000,1.00017042
27.300000,1.00016727
27.320000,1.00048938
27.340000,0.99963624
27.360000,0.99988716
27.380000,1.00034431
27.400000,0.98014397
27.420000,0.98043287
27.440000,0.98041399
27.460000,0.98033145
27.480000,0.97991156
27.500000,0.97955791
27.520000,0.98006577
27.540000,0.97954827
27.560000,0.97952413
27.580000,0.98020714
27.600000,1.00028781
27.620000,0.99955364
27.640000,1.00027958
27.660000,0.99951504
27.680000,0.99968807
27.700000,1.00013637
27.720000,0.99995811
27.740000,1.00011461
27.760000,1.00017931
27.780000,0.99951084
27.800000,0.99979612
27.820000,0.99966088
27.840000,1.00048110
27.860000,0.99956952
27.880000,1.00025491
27.900000,0.99965599
27.920000,0.99960359
27.940000,1.00036004
27.960000,1.00014186
27.980000,0.99989914
28.000000,0.99973849
28.020000,1.00038086
28.040000,0.99956445
28.060000,1.00048062
28.080000,1.00017948
28.100000,1.00010255
28.120000,1.00042173
28.140000,0.99988069
28.160000,1.00004279
28.180000,0.99994424
28.200000,0.99994295
28.220000,1.00030874
28.240000,0.99963358
28.260000,1.00022749
28.280000,0.99998522
28.300000,1.00027098
28.320000,0.99967853
28.340000,0.99964187
28.360000,0.99950989
28.380000,0.99976367
28.400000,1.00048759
28.420000,0.99967799
28.440000,0.99954780
28.460000,0.99959600
28.480000,0.99980744
28.500000,0.99972635
28.520000,1.00026752
28.540000,1.00032544
28.560000,0.99971930
28.580000,1.00020745
28.600000,1.00029048
28.620000,0.99975400
28.640000,0.99976263
28.660000,0.99989108
28.680000,1.00004399
28.700000,0.99951651
28.720000,0.99986645
28.740000,0.99993372
28.760000,0.99976503
28.780000,0.99962126
28.800000,1.00048013
28.820000,1.00000746
28.840000,1.00019213
28.860000,1.00020646
28.880000,1.00036509
28.900000,1.00016804
28.920000,0.99998884
28.940000,1.00047611
28.960000,1.00031471
28.980000,0.99967869
29.000000,0.99992243
29.020000,1.00014015
29.040000,1.00012192
29.060000,0.99978866
29.080000,1.00026976
29.100000,0.99961527
29.120000,1.00038961
29.140000,0.99962431
29.160000,0.99974590
29.180000,1.00047104
29.200000,0.99981957
29.220000,1.00019506
29.240000,0.99961426
29.260000,0.99968995
29.280000,0.99994741
29.300000,1.00011316
29.320000,1.00015131
29.340000,1.00036588
29.360000,0.99955874
29.380000,0.99999283
29.400000,1.00009546
29.420000,1.00003453
29.440000,0.99959782
29.460000,1.00035063
29.480000,1.00045008
29.500000,0.99977361
29.520000,0.99966157
29.540000,1.00023178
29.560000,1.00044122
29.580000,0.99981756
29.600000,0.99996496
29.620000,0.99996660
29.640000,1.00000236
29.660000,0.99988997
29.680000,0.99956523
29.700000,0.99992203
29.720000,0.99976780
29.740000,0.99976860
29.760000,0.99972302
29.780000,1.00030044
29.800000,0.99985197
29.820000,1.00002333
29.840000,0.99976285
29.860000,1.00008265
29.880000,0.99962635
29.900000,0.99981808
29.920000,0.99962524
29.940000,1.00013148
29.960000,1.00010322
29.980000,1.00022399
30.000000,1.00008148
30.020000,1.00037168
30.040000,1.00000871
30.060000,0.99994855
30.080000,0.99982734
30.100000,0.99975793
30.120000,0.99974513
30.140000,1.00012193
30.160000,1.00031703
30.180000,1.00034694
30.200000,0.99983532
30.220000,1.00035264
30.240000,1.00001648
30.260000,1.00007373
30.280000,1.00045533
30.300000,0.99994363
30.320000,1.00031037
30.340000,1.00036502
30.360000,0.99979592
30.380000,0.99984298
30.400000,0.99984721
30.420000,1.00048428
30.440000,1.00046735
30.460000,0.99973783
30.480000,0.99972377
30.500000,0.99984472
30.520000,0.99993275
30.540000,0.99974710
30.560000,0.99952379
30.580000,0.99998462
30.600000,0.99985617
30.620000,1.00041884
30.640000,0.99968001
30.660000,1.00005376
30.680000,0.99971104
30.700000,1.00041345
30.720000,0.99955815
30.740000,1.00012897
30.760000,0.99956930
30.780000,0.99969132
30.800000,1.00046952
30.820000,0.99964207
30.840000,0.99996111
30.860000,0.99996013
30.880000,1.00048450
30.900000,1.00005269
30.920000,0.99963495
30.940000,1.00020079
30.960000,1.00043245
30.980000,1.00043310
31.000000,0.99981017
31.020000,0.99998138
31.040000,0.99996685
31.060000,1.00047115
31.080000,0.99979728
31.100000,1.00013870
31.120000,0.99975230
31.140000,1.00022983
31.160000,1.00011750
31.180000,1.00006017
31.200000,1.00024856
31.220000,0.99994989
31.240000,1.00000356
31.260000,0.99953813
31.280000,0.99963346
31.300000,0.99959620
31.320000,0.99981956
31.340000,1.00037428
31.360000,1.00004004
31.380000,1.00015655
31.400000,0.99993994
31.420000,1.00008846
31.440000,1.00042793
31.460000,1.00048722
31.480000,0.99976280
31.500000,0.99987798
31.520000,1.00011031
31.540000,0.99970471
31.560000,1.00034529
31.580000,0.99994549
31.600000,1.00038873
31.620000,0.99997760
31.640000,0.99969401
31.660000,1.00016371
31.680000,1.00009900
31.700000,1.00034968
31.720000,0.99954434
31.740000,1.00032762
31.760000,0.99973431
31.780000,0.99976187
31.800000,1.00037606
31.820000,1.00004303
31.840000,1.00041895
31.860000,0.99973681
31.880000,1.00032060
31.900000,1.00011336
31.920000,0.99981062
31.940000,1.00049610
31.960000,1.00006609
31.980000,0.99953235
